1511;2017;2;39100;2
1277;2017;2;0;2
102;2017;2;0;2
1331;2017;2;0;2
207;2017;2;23000;2
1443;2017;2;19000;2
1216;2017;2;15000;2
781;2017;2;0;2
1040;2017;2;33000;2
1084;2017;2;9800;2
948;2017;2;0;2
1398;2017;2;22000;2
1082;2017;2;0;2
109;2017;2;4000;2
1499;2017;2;22000;2
1307;2017;2;8900;2
240;2017;2;0;2
1447;2017;2;25000;2
901;2017;2;0;2
1191;2017;2;22000;2
303;2017;2;0;2
33;2017;2;25000;2
1251;2017;2;10000;2
1131;2017;2;34000;2
1017;2017;2;0;2
1190;2017;2;12000;2
1045;2017;2;1000;2
1105;2017;2;0;2
331;2017;2;0;2
348;2017;2;0;2
1032;2017;2;10000;2
1107;2017;2;0;2
1314;2017;2;0;2
1039;2017;2;7000;2
566;2017;2;21500;2
1167;2017;2;31900;2
1066;2017;2;28200;2
1486;2017;2;30000;2
1151;2017;2;0;2
1264;2017;2;0;2
660;2017;2;0;2
1362;2017;2;0;2
1231;2017;2;36000;2
1342;2017;2;0;2
118;2017;2;0;2
1235;2017;2;13000;2
1072;2017;2;50500;2
1248;2017;2;16500;2
24;2017;2;14000;2
153;2017;2;0;2
