3;2016;1;1;2;1;35;1;3;30;40311;15000
3;2016;2;1;2;2;38;1;3;0;40311;18000
3;2016;3;0;2;2;1;4;0;-1;-1;0
4;2016;1;0;2;2;69;1;3;15;5001;5000
5;2016;1;0;2;2;36;1;3;46;43331;13000
6;2016;1;0;2;1;63;3;0;-1;-1;0
6;2016;2;ABC;2;1;91;3;0;-1;-1;0
7;2016;1;1;2;2;66;3;0;-1;-1;0
7;2016;2;1;2;2;70;3
7;2016;3;0;2;2;36;1;15000;37800;3;3
8;2016;1;1;2;1;70;3;0;-1;-1;0
9;2016;1;0;2;2;43;1;3;70;34323;21000
9;2016;2;0;2;2;42;1;3;45;55314;6000
11;2016;4;0;2;1;22;1;3;24;20313;5000
11;2016;5;0;2;2;25;1;3;16;41312;3500
11;2016;6;0;2;2;17;3;0;-1;-1;0
12;2016;3;0;2;1;1;4;0;-1;-1;0
13;2016;1;1;2;1;73;3;0;-1;-1;0
13;2016;2;1;2;1;47;1;3;999;99999;-9
13;2016;3;1;2;2;41;1;3;45;11331;17000
14;2016;1000;0;2;1;66;1;3;7;55314;1200
16;2016;1;1;2;1;36;1;2;66;40111;15000
16;2016;2;1;2;1;28;1;3;40;XYZ;13000
17;2016;1;1;2;1;44;1;3;50;10311;24000
17;2016;2;1;2;1;44;1;3;40;72331;34500
